"Categories1","Categories2","Categories3","Categories4","Categories5","Categories6","Categories7","Categories8","Categories9"
"Chinese","FastFood","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Brgers","American","0","0","0","0","0","0","0"
"Bar","WineBar","Mediterranean","Italian","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Caribbean","0","0","0","0","0","0","0","0"
"JiceBar","SaladBar","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"TapasBar","WineBar","Bar","Spanish","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Steakhose","0","0","0","0","0","0","0","0"
"Donts","Cafe","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"SportsBar","Bar","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"German","WineBar","Bar","0","0","0","0","0","0"
"French","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Brgers","American","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Seafood","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","American","Steakhose","0","0","0","0","0","0"
"TapasBar","Cban","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Bakery","Cafe","Italian","0","0","0","0","0","0"
"Bar","BeerBar","0","0","0","0","0","0","0"
"Bar","WineBar","SportsBar","American","BeerBar","Pizza","0","0","0"
"JiceBar","0","0","0","0","0","0","0","0"
"American","Mexican","Tex-Mex","0","0","0","0","0","0"
"Chinese","Hotpot","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"AsianFsion","Filipino","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"American","Barbeqe","0","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"Deli","WineBar","Cafe","Bar","0","0","0","0","0"
"TapasBar","SaladBar","Brazilian","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Desserts","American","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"WineBar","Bar","BeerBar","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"French","Italian","0","0","0","0","0","0","0"
"Bar","Scottish","0","0","0","0","0","0","0"
"French","Scottish","0","0","0","0","0","0","0"
"Seafood","Mediterranean","MiddleEastern","FastFood","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Filipino","0","0","0","0","0","0","0","0"
"Korean","0","0","0","0","0","0","0","0"
"Deli","Desserts","Cafe","0","0","0","0","0","0"
"Chinese","Vietnamese","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Deli","Brgers","HotDogs","0","0","0","0","0","0"
"Deli","Pizza","Cafe","Italian","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"HotDogs","0","0","0","0","0","0","0","0"
"Deli","Desserts","SaladBar","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Desserts","American","Pizza","0","0","0","0","0","0"
"Donts","Bakery","Cafe","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Brgers","American","Mexican","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"Caribbean","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Desserts","Cafe","IceCream","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"HookahBar","Bar","0","0","0","0","0","0","0"
"FastFood","Foodtrck","0","0","0","0","0","0","0"
"JiceBar","Cafe","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"German","0","0","0","0","0","0","0","0"
"Desserts","Cafe","French","Eropean","0","0","0","0","0"
"Deli","Cafe","Italian","0","0","0","0","0","0"
"Bar","WineBar","BeerBar","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Greek","Mediterranean","SaladBar","Pizza","0","0","0","0","0"
"Bar","Mediterranean","BeerBar","WineBar","0","0","0","0","0"
"Deli","Bar","Italian","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Deli","Seafood","FastFood","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"AsianFsion","American","Indian","0","0","0","0","0","0"
"Diner","Foodtrck","0","0","0","0","0","0","0"
"Longe","TapasBar","WineBar","BeerBar","Bar","0","0","0","0"
"Seafood","Bar","0","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"Seafood","Chinese","0","0","0","0","0","0","0"
"Mediterranean","MiddleEastern","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"WineBar","Bar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"German","Thai","0","0","0","0","0","0","0"
"Pizza","SaladBar","Italian","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Indian","Nepalese","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"German","0","0","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"AsianFsion","Deli","Cafe","0","0","0","0","0","0"
"Japanese","Chinese","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","Steakhose","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Brgers","HotDogs","0","0","0","0","0","0","0"
"French","0","0","0","0","0","0","0","0"
"Cafe","Bar","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Deli","Cafe","FastFood","Foodtrck","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Bar","WineBar","SaladBar","Italian","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Chinese","Barbeqe","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","Bar","Italian","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","Brgers","French","Pizza","0","0","0","0","0"
"FastFood","Trkish","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Bakery","Mediterranean","0","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","American","Cafe","0","0","0","0","0","0"
"LatinAmerican","0","0","0","0","0","0","0","0"
"Brgers","Pizza","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"Desserts","Cafe","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Bakery","0","0","0","0","0","0","0"
"AsianFsion","Japanese","Chinese","0","0","0","0","0","0"
"Trkish","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Deli","American","Cafe","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Seafood","Mexican","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Donts","Cafe","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","Steakhose","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"SportsBar","American","Bar","Barbeqe","0","0","0","0","0"
"Indian","Bangladeshi","0","0","0","0","0","0","0"
"Deli","American","Bakery","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Seafood","Steakhose","SaladBar","0","0","0","0","0","0"
"Deli","SaladBar","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Chinese","FastFood","0","0","0","0","0","0","0"
"Seafood","Mexican","0","0","0","0","0","0","0"
"Chinese","FastFood","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"AsianFsion","American","Bar","British","0","0","0","0","0"
"Seafood","0","0","0","0","0","0","0","0"
"Donts","Bakery","Desserts","0","0","0","0","0","0"
"Bakery","Cafe","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Cafe","Mediterranean","French","0","0","0","0","0","0"
"SportsBar","Brgers","American","Bar","0","0","0","0","0"
"Desserts","0","0","0","0","0","0","0","0"
"AsianFsion","Japanese","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Deli","Sops","Cafe","SaladBar","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Cafe","Chinese","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Deli","Diner","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Korean","Barbeqe","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"Bar","Seafood","WineBar","British","Steakhose","Scottish","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","Lebanese","Mediterranean","MiddleEastern","Longe","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Indian","Mexican","MiddleEastern","Kebab","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Steakhose","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Deli","Brgers","FastFood","Foodtrck","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"Brmese","Cafe","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Korean","Cafe","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"IceCream","FastFood","0","0","0","0","0","0","0"
"Bar","American","Mexican","Tex-Mex","0","0","0","0","0"
"Deli","SaladBar","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Bar","Brgers","American","Steakhose","SportsBar","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Italian","IceCream","Pizza","0","0","0","0","0","0"
"Desserts","Cafe","Taiwanese","0","0","0","0","0","0"
"American","Bar","Italian","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"SportsBar","Bar","0","0","0","0","0","0","0"
"Malaysian","0","0","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"German","Italian","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"AsianFsion","Thai","0","0","0","0","0","0","0"
"Seafood","0","0","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","Diner","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Bar","Seafood","Steakhose","French","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Japanese","Chinese","0","0","0","0","0","0","0"
"Deli","Pizza","0","0","0","0","0","0","0"
"Seafood","Indian","Barbeqe","0","0","0","0","0","0"
"Brgers","American","HotDogs","0","0","0","0","0","0"
"Brgers","American","Mexican","HotDogs","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"German","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Caribbean","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Sops","0","0","0","0","0","0","0","0"
"Donts","Cafe","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"German","0","0","0","0","0","0","0","0"
"Brgers","HotDogs","0","0","0","0","0","0","0"
"Deli","Brgers","American","FastFood","0","0","0","0","0"
"Deli","Bar","British","0","0","0","0","0","0"
"WineBar","0","0","0","0","0","0","0","0"
"Seafood","Mexican","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Greek","Mediterranean","0","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"American","Caribbean","Seafood","0","0","0","0","0","0"
"Deli","Sops","SaladBar","0","0","0","0","0","0"
"Italian","Bar","Pizza","0","0","0","0","0","0"
"Brgers","American","HotDogs","0","0","0","0","0","0"
"MiddleEastern","Kebab","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","Pizza","Italian","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"Deli","Brgers","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"MiddleEastern","Kebab","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","Italian","Pizza","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Cafe","French","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Italian","Mediterranean","Pizza","0","0","0","0","0","0"
"Desserts","Indian","0","0","0","0","0","0","0"
"American","SaladBar","0","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Irish","Bar","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"American","FastFood","0","0","0","0","0","0","0"
"Deli","WineBar","BeerBar","0","0","0","0","0","0"
"Deli","Bar","0","0","0","0","0","0","0"
"Brgers","Cafe","SaladBar","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Steakhose","Barbeqe","0","0","0","0","0","0","0"
"Brgers","American","Bar","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Chinese","FastFood","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Polish","Bar","Desserts","0","0","0","0","0","0"
"Deli","American","Cafe","Hawaiian","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Desserts","Seafood","0","0","0","0","0","0"
"AsianFsion","Thai","SshiBar","Japanese","0","0","0","0","0"
"BeerBar","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Deli","SaladBar","Pizza","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Deli","Donts","FastFood","0","0","0","0","0","0"
"Bakery","Filipino","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"SportsBar","Bar","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","Cafe","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
